Any,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Seccio_censal,Desc_tipus_propietari,Concepte,Nombre
2018,1,Ciutat Vella,1,el Raval,3,Congregacions i institucions religioses,Superfície_m2,339
2018,1,Ciutat Vella,1,el Raval,3,Altres tipus no definits,Superfície_m2,157
2018,1,Ciutat Vella,1,el Raval,3,No consta,Superfície_m2,1800
2018,1,Ciutat Vella,1,el Raval,4,Persona Física - Espanyola,Superfície_m2,49821
2018,1,Ciutat Vella,1,el Raval,4,Persona Física - Estrangera,Superfície_m2,6254
2018,1,Ciutat Vella,1,el Raval,4,Societats anònimes,Superfície_m2,4696
2018,1,Ciutat Vella,1,el Raval,4,Societats responsabilitat limitada,Superfície_m2,19041
2018,1,Ciutat Vella,1,el Raval,4,Associacions,Superfície_m2,276
2018,1,Ciutat Vella,1,el Raval,4,Comunitats de propietaris en règim de propietat horitzontal,Superfície_m2,32
2018,1,Ciutat Vella,1,el Raval,4,Corporacions locals,Superfície_m2,3800
2018,1,Ciutat Vella,1,el Raval,4,Organismes públics,Superfície_m2,4259
2018,1,Ciutat Vella,1,el Raval,4,Òrgans de l'Administració de l'Estat i comunitats autònomes,Superfície_m2,6418
2018,1,Ciutat Vella,1,el Raval,4,No consta,Superfície_m2,741
2018,1,Ciutat Vella,1,el Raval,5,Persona Física - Espanyola,Superfície_m2,44585
2018,1,Ciutat Vella,1,el Raval,5,Persona Física - Estrangera,Superfície_m2,8056
2018,1,Ciutat Vella,1,el Raval,5,Societats anònimes,Superfície_m2,2791
2018,1,Ciutat Vella,1,el Raval,5,Societats responsabilitat limitada,Superfície_m2,12339
2018,1,Ciutat Vella,1,el Raval,5,Comunitats de béns,Superfície_m2,1670
2018,1,Ciutat Vella,1,el Raval,5,Societats cooperatives,Superfície_m2,77
2018,1,Ciutat Vella,1,el Raval,5,Associacions,Superfície_m2,6695
2018,1,Ciutat Vella,1,el Raval,5,Comunitats de propietaris en règim de propietat horitzontal,Superfície_m2,10
2018,1,Ciutat Vella,1,el Raval,5,Corporacions locals,Superfície_m2,3675
2018,1,Ciutat Vella,1,el Raval,5,Organismes públics,Superfície_m2,11256
2018,1,Ciutat Vella,1,el Raval,5,Congregacions i institucions religioses,Superfície_m2,232
2018,1,Ciutat Vella,1,el Raval,5,No consta,Superfície_m2,5489
2018,1,Ciutat Vella,1,el Raval,6,Persona Física - Espanyola,Superfície_m2,35454
2018,1,Ciutat Vella,1,el Raval,6,Persona Física - Estrangera,Superfície_m2,6275
2018,1,Ciutat Vella,1,el Raval,6,Societats anònimes,Superfície_m2,4444
2018,1,Ciutat Vella,1,el Raval,6,Societats responsabilitat limitada,Superfície_m2,13125
2018,1,Ciutat Vella,1,el Raval,6,Comunitats de béns,Superfície_m2,542
2018,1,Ciutat Vella,1,el Raval,6,Associacions,Superfície_m2,149
2018,1,Ciutat Vella,1,el Raval,6,Entitats estrangeres,Superfície_m2,1702
2018,1,Ciutat Vella,1,el Raval,6,Corporacions locals,Superfície_m2,6928
2018,1,Ciutat Vella,1,el Raval,6,Congregacions i institucions religioses,Superfície_m2,237
2018,1,Ciutat Vella,1,el Raval,6,Òrgans de l'Administració de l'Estat i comunitats autònomes,Superfície_m2,42
2018,1,Ciutat Vella,1,el Raval,6,Altres tipus no definits,Superfície_m2,78
2018,1,Ciutat Vella,1,el Raval,6,No consta,Superfície_m2,2013
2018,1,Ciutat Vella,1,el Raval,7,Persona Física - Espanyola,Superfície_m2,37649
2018,1,Ciutat Vella,1,el Raval,7,Persona Física - Estrangera,Superfície_m2,5104
2018,1,Ciutat Vella,1,el Raval,7,Societats anònimes,Superfície_m2,2324
2018,1,Ciutat Vella,1,el Raval,7,Societats responsabilitat limitada,Superfície_m2,11103
2018,1,Ciutat Vella,1,el Raval,7,Comunitats de béns,Superfície_m2,2322
2018,1,Ciutat Vella,1,el Raval,7,Associacions,Superfície_m2,248
2018,1,Ciutat Vella,1,el Raval,7,Corporacions locals,Superfície_m2,1157
2018,1,Ciutat Vella,1,el Raval,7,Congregacions i institucions religioses,Superfície_m2,77
2018,1,Ciutat Vella,1,el Raval,7,No consta,Superfície_m2,2183
2018,1,Ciutat Vella,1,el Raval,8,Persona Física - Espanyola,Superfície_m2,35639
2018,1,Ciutat Vella,1,el Raval,8,Persona Física - Estrangera,Superfície_m2,8186
2018,1,Ciutat Vella,1,el Raval,8,Societats anònimes,Superfície_m2,2894
2018,1,Ciutat Vella,1,el Raval,8,Societats responsabilitat limitada,Superfície_m2,11651
2018,1,Ciutat Vella,1,el Raval,8,Comunitats de béns,Superfície_m2,617
2018,1,Ciutat Vella,1,el Raval,8,Associacions,Superfície_m2,189
2018,1,Ciutat Vella,1,el Raval,8,Entitats estrangeres,Superfície_m2,41
2018,1,Ciutat Vella,1,el Raval,8,Corporacions locals,Superfície_m2,6386
2018,1,Ciutat Vella,1,el Raval,8,Organismes públics,Superfície_m2,2292
2018,1,Ciutat Vella,1,el Raval,8,Altres tipus no definits,Superfície_m2,119
2018,1,Ciutat Vella,1,el Raval,8,No consta,Superfície_m2,624
2018,1,Ciutat Vella,1,el Raval,9,Persona Física - Espanyola,Superfície_m2,41159
2018,1,Ciutat Vella,1,el Raval,9,Persona Física - Estrangera,Superfície_m2,5134
2018,1,Ciutat Vella,1,el Raval,9,Societats anònimes,Superfície_m2,1763
2018,1,Ciutat Vella,1,el Raval,9,Societats responsabilitat limitada,Superfície_m2,5763
2018,1,Ciutat Vella,1,el Raval,9,Associacions,Superfície_m2,303
2018,1,Ciutat Vella,1,el Raval,9,Corporacions locals,Superfície_m2,3494
2018,1,Ciutat Vella,1,el Raval,9,Altres tipus no definits,Superfície_m2,100
2018,1,Ciutat Vella,1,el Raval,9,No consta,Superfície_m2,836
2018,1,Ciutat Vella,1,el Raval,10,Persona Física - Espanyola,Superfície_m2,30129
2018,1,Ciutat Vella,1,el Raval,10,Persona Física - Estrangera,Superfície_m2,6007
2018,1,Ciutat Vella,1,el Raval,10,Societats anònimes,Superfície_m2,1307
2018,1,Ciutat Vella,1,el Raval,10,Societats responsabilitat limitada,Superfície_m2,11889
2018,1,Ciutat Vella,1,el Raval,10,Associacions,Superfície_m2,1359
2018,1,Ciutat Vella,1,el Raval,10,Entitats estrangeres,Superfície_m2,498
2018,1,Ciutat Vella,1,el Raval,10,Corporacions locals,Superfície_m2,1957
2018,1,Ciutat Vella,1,el Raval,10,Congregacions i institucions religioses,Superfície_m2,375
2018,1,Ciutat Vella,1,el Raval,10,Altres tipus no definits,Superfície_m2,188
2018,1,Ciutat Vella,1,el Raval,10,No consta,Superfície_m2,773
2018,1,Ciutat Vella,1,el Raval,11,Persona Física - Espanyola,Superfície_m2,45934
2018,1,Ciutat Vella,1,el Raval,11,Persona Física - Estrangera,Superfície_m2,10337
2018,1,Ciutat Vella,1,el Raval,11,Societats anònimes,Superfície_m2,2551
2018,1,Ciutat Vella,1,el Raval,11,Societats responsabilitat limitada,Superfície_m2,9486
2018,1,Ciutat Vella,1,el Raval,11,Associacions,Superfície_m2,147
2018,1,Ciutat Vella,1,el Raval,11,Entitats estrangeres,Superfície_m2,199
2018,1,Ciutat Vella,1,el Raval,11,Corporacions locals,Superfície_m2,5155
2018,1,Ciutat Vella,1,el Raval,11,Organismes públics,Superfície_m2,4533
2018,1,Ciutat Vella,1,el Raval,11,Congregacions i institucions religioses,Superfície_m2,228
2018,1,Ciutat Vella,1,el Raval,11,Òrgans de l'Administració de l'Estat i comunitats autònomes,Superfície_m2,47
2018,1,Ciutat Vella,1,el Raval,11,Unions temporales d'empreses,Superfície_m2,61
2018,1,Ciutat Vella,1,el Raval,11,Altres tipus no definits,Superfície_m2,38
2018,1,Ciutat Vella,1,el Raval,11,No consta,Superfície_m2,3306
2018,1,Ciutat Vella,1,el Raval,12,Persona Física - Espanyola,Superfície_m2,37887
2018,1,Ciutat Vella,1,el Raval,12,Persona Física - Estrangera,Superfície_m2,4341
2018,1,Ciutat Vella,1,el Raval,12,Societats anònimes,Superfície_m2,4361
2018,1,Ciutat Vella,1,el Raval,12,Societats responsabilitat limitada,Superfície_m2,8755
2018,1,Ciutat Vella,1,el Raval,12,Comunitats de béns,Superfície_m2,507
2018,1,Ciutat Vella,1,el Raval,12,Associacions,Superfície_m2,195
2018,1,Ciutat Vella,1,el Raval,12,Corporacions locals,Superfície_m2,1097
2018,1,Ciutat Vella,1,el Raval,12,Congregacions i institucions religioses,Superfície_m2,313
2018,1,Ciutat Vella,1,el Raval,12,Altres tipus no definits,Superfície_m2,192
2018,1,Ciutat Vella,1,el Raval,12,No consta,Superfície_m2,1940
2018,1,Ciutat Vella,1,el Raval,13,Persona Física - Espanyola,Superfície_m2,31238
2018,1,Ciutat Vella,1,el Raval,13,Persona Física - Estrangera,Superfície_m2,1856
2018,1,Ciutat Vella,1,el Raval,13,Societats anònimes,Superfície_m2,4973
2018,1,Ciutat Vella,1,el Raval,13,Societats responsabilitat limitada,Superfície_m2,1472
2018,1,Ciutat Vella,1,el Raval,13,Corporacions locals,Superfície_m2,2029
2018,1,Ciutat Vella,1,el Raval,13,Altres tipus no definits,Superfície_m2,130
2018,1,Ciutat Vella,1,el Raval,13,No consta,Superfície_m2,986
2018,1,Ciutat Vella,1,el Raval,14,Persona Física - Espanyola,Superfície_m2,30924
2018,1,Ciutat Vella,1,el Raval,14,Persona Física - Estrangera,Superfície_m2,5289
2018,1,Ciutat Vella,1,el Raval,14,Societats anònimes,Superfície_m2,1083
2018,1,Ciutat Vella,1,el Raval,14,Societats responsabilitat limitada,Superfície_m2,6427
2018,1,Ciutat Vella,1,el Raval,14,Associacions,Superfície_m2,52
2018,1,Ciutat Vella,1,el Raval,14,Entitats estrangeres,Superfície_m2,176
2018,1,Ciutat Vella,1,el Raval,14,Corporacions locals,Superfície_m2,5024
2018,1,Ciutat Vella,1,el Raval,14,Congregacions i institucions religioses,Superfície_m2,84
2018,1,Ciutat Vella,1,el Raval,14,Altres tipus no definits,Superfície_m2,49
2018,1,Ciutat Vella,1,el Raval,14,No consta,Superfície_m2,1466
2018,1,Ciutat Vella,1,el Raval,15,Persona Física - Espanyola,Superfície_m2,49948
2018,1,Ciutat Vella,1,el Raval,15,Persona Física - Estrangera,Superfície_m2,4383
2018,1,Ciutat Vella,1,el Raval,15,Societats anònimes,Superfície_m2,2558
2018,1,Ciutat Vella,1,el Raval,15,Societats responsabilitat limitada,Superfície_m2,6296
2018,1,Ciutat Vella,1,el Raval,15,Comunitats de béns,Superfície_m2,369
2018,1,Ciutat Vella,1,el Raval,15,Associacions,Superfície_m2,31
2018,1,Ciutat Vella,1,el Raval,15,Comunitats de propietaris en règim de propietat horitzontal,Superfície_m2,1374
2018,1,Ciutat Vella,1,el Raval,15,Entitats estrangeres,Superfície_m2,119
2018,1,Ciutat Vella,1,el Raval,15,Corporacions locals,Superfície_m2,1130
2018,1,Ciutat Vella,1,el Raval,15,Congregacions i institucions religioses,Superfície_m2,38
2018,1,Ciutat Vella,1,el Raval,15,Altres tipus no definits,Superfície_m2,60
2018,1,Ciutat Vella,1,el Raval,15,No consta,Superfície_m2,429
2018,1,Ciutat Vella,1,el Raval,16,Persona Física - Espanyola,Superfície_m2,43294
2018,1,Ciutat Vella,1,el Raval,16,Persona Física - Estrangera,Superfície_m2,6728
2018,1,Ciutat Vella,1,el Raval,16,Societats anònimes,Superfície_m2,852
2018,1,Ciutat Vella,1,el Raval,16,Societats responsabilitat limitada,Superfície_m2,8232
2018,1,Ciutat Vella,1,el Raval,16,Associacions,Superfície_m2,1321
2018,1,Ciutat Vella,1,el Raval,16,Corporacions locals,Superfície_m2,770
2018,1,Ciutat Vella,1,el Raval,16,Congregacions i institucions religioses,Superfície_m2,119
2018,1,Ciutat Vella,1,el Raval,16,Altres tipus no definits,Superfície_m2,48
2018,1,Ciutat Vella,1,el Raval,16,No consta,Superfície_m2,2393
2018,1,Ciutat Vella,1,el Raval,17,Persona Física - Espanyola,Superfície_m2,40150
2018,1,Ciutat Vella,1,el Raval,17,Persona Física - Estrangera,Superfície_m2,7190
2018,1,Ciutat Vella,1,el Raval,17,Societats anònimes,Superfície_m2,997
2018,1,Ciutat Vella,1,el Raval,17,Societats responsabilitat limitada,Superfície_m2,8840
2018,1,Ciutat Vella,1,el Raval,17,Comunitats de béns,Superfície_m2,598
2018,1,Ciutat Vella,1,el Raval,17,Associacions,Superfície_m2,135
2018,1,Ciutat Vella,1,el Raval,17,Entitats estrangeres,Superfície_m2,1801
2018,1,Ciutat Vella,1,el Raval,17,Corporacions locals,Superfície_m2,1315
2018,1,Ciutat Vella,1,el Raval,17,Congregacions i institucions religioses,Superfície_m2,1355
2018,1,Ciutat Vella,1,el Raval,17,Òrgans de l'Administració de l'Estat i comunitats autònomes,Superfície_m2,47
2018,1,Ciutat Vella,1,el Raval,17,Altres tipus no definits,Superfície_m2,67
2018,1,Ciutat Vella,1,el Raval,17,No consta,Superfície_m2,2923
2018,1,Ciutat Vella,1,el Raval,18,Persona Física - Espanyola,Superfície_m2,31181
2018,1,Ciutat Vella,1,el Raval,18,Persona Física - Estrangera,Superfície_m2,3129
2018,1,Ciutat Vella,1,el Raval,18,Societats anònimes,Superfície_m2,1373
2018,1,Ciutat Vella,1,el Raval,18,Societats responsabilitat limitada,Superfície_m2,3164
2018,1,Ciutat Vella,1,el Raval,18,Comunitats de béns,Superfície_m2,487
2018,1,Ciutat Vella,1,el Raval,18,Societats cooperatives,Superfície_m2,61
2018,1,Ciutat Vella,1,el Raval,18,Associacions,Superfície_m2,56
2018,1,Ciutat Vella,1,el Raval,18,Entitats estrangeres,Superfície_m2,879
2018,1,Ciutat Vella,1,el Raval,18,Corporacions locals,Superfície_m2,1718
2018,1,Ciutat Vella,1,el Raval,18,Organismes públics,Superfície_m2,5377
2018,1,Ciutat Vella,1,el Raval,18,No consta,Superfície_m2,533
2018,1,Ciutat Vella,1,el Raval,19,Persona Física - Espanyola,Superfície_m2,51445
2018,1,Ciutat Vella,1,el Raval,19,Persona Física - Estrangera,Superfície_m2,7181
2018,1,Ciutat Vella,1,el Raval,19,Societats anònimes,Superfície_m2,7863
2018,1,Ciutat Vella,1,el Raval,19,Societats responsabilitat limitada,Superfície_m2,22870
2018,1,Ciutat Vella,1,el Raval,19,Associacions,Superfície_m2,50
2018,1,Ciutat Vella,1,el Raval,19,Comunitats de propietaris en règim de propietat horitzontal,Superfície_m2,15
2018,1,Ciutat Vella,1,el Raval,19,Entitats estrangeres,Superfície_m2,155
2018,1,Ciutat Vella,1,el Raval,19,Corporacions locals,Superfície_m2,4202
2018,1,Ciutat Vella,1,el Raval,19,Organismes públics,Superfície_m2,5796
2018,1,Ciutat Vella,1,el Raval,19,Congregacions i institucions religioses,Superfície_m2,324
2018,1,Ciutat Vella,1,el Raval,19,Òrgans de l'Administració de l'Estat i comunitats autònomes,Superfície_m2,60
2018,1,Ciutat Vella,1,el Raval,19,No consta,Superfície_m2,719
2018,1,Ciutat Vella,1,el Raval,20,Persona Física - Espanyola,Superfície_m2,82838
2018,1,Ciutat Vella,1,el Raval,20,Persona Física - Estrangera,Superfície_m2,5624
2018,1,Ciutat Vella,1,el Raval,20,Societats anònimes,Superfície_m2,6700
2018,1,Ciutat Vella,1,el Raval,20,Societats responsabilitat limitada,Superfície_m2,18176
2018,1,Ciutat Vella,1,el Raval,20,Associacions,Superfície_m2,2632
2018,1,Ciutat Vella,1,el Raval,20,Entitats estrangeres,Superfície_m2,328
2018,1,Ciutat Vella,1,el Raval,20,Corporacions locals,Superfície_m2,1080
2018,1,Ciutat Vella,1,el Raval,20,Organismes públics,Superfície_m2,498
2018,1,Ciutat Vella,1,el Raval,20,No consta,Superfície_m2,3538
2018,1,Ciutat Vella,1,el Raval,21,Persona Física - Espanyola,Superfície_m2,73063
2018,1,Ciutat Vella,1,el Raval,21,Persona Física - Estrangera,Superfície_m2,5391
2018,1,Ciutat Vella,1,el Raval,21,Societats anònimes,Superfície_m2,14713
2018,1,Ciutat Vella,1,el Raval,21,Societats responsabilitat limitada,Superfície_m2,17389
2018,1,Ciutat Vella,1,el Raval,21,Comunitats de béns,Superfície_m2,3254
2018,1,Ciutat Vella,1,el Raval,21,Associacions,Superfície_m2,1253
2018,1,Ciutat Vella,1,el Raval,21,Comunitats de propietaris en règim de propietat horitzontal,Superfície_m2,3
2018,1,Ciutat Vella,1,el Raval,21,Entitats estrangeres,Superfície_m2,151
2018,1,Ciutat Vella,1,el Raval,21,Corporacions locals,Superfície_m2,1830
2018,1,Ciutat Vella,1,el Raval,21,Organismes públics,Superfície_m2,2484
2018,1,Ciutat Vella,1,el Raval,21,No consta,Superfície_m2,3735
2018,1,Ciutat Vella,2,el Gòtic,22,Persona Física - Espanyola,Superfície_m2,52021
2018,1,Ciutat Vella,2,el Gòtic,22,Persona Física - Estrangera,Superfície_m2,5585
2018,1,Ciutat Vella,2,el Gòtic,22,Societats anònimes,Superfície_m2,3141
2018,1,Ciutat Vella,2,el Gòtic,22,Societats responsabilitat limitada,Superfície_m2,20387
2018,1,Ciutat Vella,2,el Gòtic,22,Comunitats de béns,Superfície_m2,1286
2018,1,Ciutat Vella,2,el Gòtic,22,Associacions,Superfície_m2,4569
2018,1,Ciutat Vella,2,el Gòtic,22,Entitats estrangeres,Superfície_m2,224
2018,1,Ciutat Vella,2,el Gòtic,22,Corporacions locals,Superfície_m2,1132
2018,1,Ciutat Vella,2,el Gòtic,22,Congregacions i institucions religioses,Superfície_m2,911
2018,1,Ciutat Vella,2,el Gòtic,22,Altres tipus no definits,Superfície_m2,4798
2018,1,Ciutat Vella,2,el Gòtic,22,No consta,Superfície_m2,250
2018,1,Ciutat Vella,2,el Gòtic,23,Persona Física - Espanyola,Superfície_m2,78552
2018,1,Ciutat Vella,2,el Gòtic,23,Persona Física - Estrangera,Superfície_m2,6634
2018,1,Ciutat Vella,2,el Gòtic,23,Societats anònimes,Superfície_m2,9746
2018,1,Ciutat Vella,2,el Gòtic,23,Societats responsabilitat limitada,Superfície_m2,25889
2018,1,Ciutat Vella,2,el Gòtic,23,Societats col·lectives,Superfície_m2,146
2018,1,Ciutat Vella,2,el Gòtic,23,Associacions,Superfície_m2,530
2018,1,Ciutat Vella,2,el Gòtic,23,Entitats estrangeres,Superfície_m2,448
2018,1,Ciutat Vella,2,el Gòtic,23,Corporacions locals,Superfície_m2,2652
2018,1,Ciutat Vella,2,el Gòtic,23,Organismes públics,Superfície_m2,883
2018,1,Ciutat Vella,2,el Gòtic,23,Congregacions i institucions religioses,Superfície_m2,26
2018,1,Ciutat Vella,2,el Gòtic,23,No consta,Superfície_m2,3423
2018,1,Ciutat Vella,2,el Gòtic,25,Persona Física - Espanyola,Superfície_m2,57726
2018,1,Ciutat Vella,2,el Gòtic,25,Persona Física - Estrangera,Superfície_m2,7219
2018,1,Ciutat Vella,2,el Gòtic,25,Societats anònimes,Superfície_m2,962
2018,1,Ciutat Vella,2,el Gòtic,25,Societats responsabilitat limitada,Superfície_m2,13850
2018,1,Ciutat Vella,2,el Gòtic,25,Societats col·lectives,Superfície_m2,101
2018,1,Ciutat Vella,2,el Gòtic,25,Comunitats de béns,Superfície_m2,3019
2018,1,Ciutat Vella,2,el Gòtic,25,Associacions,Superfície_m2,1791
2018,1,Ciutat Vella,2,el Gòtic,25,Comunitats de propietaris en règim de propietat horitzontal,Superfície_m2,19
2018,1,Ciutat Vella,2,el Gòtic,25,Entitats estrangeres,Superfície_m2,337
2018,1,Ciutat Vella,2,el Gòtic,25,Corporacions locals,Superfície_m2,1616
2018,1,Ciutat Vella,2,el Gòtic,25,Congregacions i institucions religioses,Superfície_m2,237
2018,1,Ciutat Vella,2,el Gòtic,25,Òrgans de l'Administració de l'Estat i comunitats autònomes,Superfície_m2,2937
2018,1,Ciutat Vella,2,el Gòtic,25,No consta,Superfície_m2,2813
2018,1,Ciutat Vella,2,el Gòtic,26,Persona Física - Espanyola,Superfície_m2,45115
2018,1,Ciutat Vella,2,el Gòtic,26,Persona Física - Estrangera,Superfície_m2,9573
2018,1,Ciutat Vella,2,el Gòtic,26,Societats anònimes,Superfície_m2,5957
2018,1,Ciutat Vella,2,el Gòtic,26,Societats responsabilitat limitada,Superfície_m2,15469
2018,1,Ciutat Vella,2,el Gòtic,26,Comunitats de béns,Superfície_m2,3709
2018,1,Ciutat Vella,2,el Gòtic,26,Societats cooperatives,Superfície_m2,73
2018,1,Ciutat Vella,2,el Gòtic,26,Entitats estrangeres,Superfície_m2,1069
2018,1,Ciutat Vella,2,el Gòtic,26,Corporacions locals,Superfície_m2,3923
2018,1,Ciutat Vella,2,el Gòtic,26,Organismes públics,Superfície_m2,74
2018,1,Ciutat Vella,2,el Gòtic,26,Òrgans de l'Administració de l'Estat i comunitats autònomes,Superfície_m2,130
2018,1,Ciutat Vella,2,el Gòtic,26,Altres tipus no definits,Superfície_m2,57
2018,1,Ciutat Vella,2,el Gòtic,26,No consta,Superfície_m2,1188
2018,1,Ciutat Vella,2,el Gòtic,27,Persona Física - Espanyola,Superfície_m2,53359
2018,1,Ciutat Vella,2,el Gòtic,27,Persona Física - Estrangera,Superfície_m2,9941
2018,1,Ciutat Vella,2,el Gòtic,27,Societats anònimes,Superfície_m2,4554
2018,1,Ciutat Vella,2,el Gòtic,27,Societats responsabilitat limitada,Superfície_m2,22069
2018,1,Ciutat Vella,2,el Gòtic,27,Associacions,Superfície_m2,157
2018,1,Ciutat Vella,2,el Gòtic,27,Comunitats de propietaris en règim de propietat horitzontal,Superfície_m2,194
2018,1,Ciutat Vella,2,el Gòtic,27,Entitats estrangeres,Superfície_m2,187
2018,1,Ciutat Vella,2,el Gòtic,27,Corporacions locals,Superfície_m2,1443
2018,1,Ciutat Vella,2,el Gòtic,27,Congregacions i institucions religioses,Superfície_m2,4689
2018,1,Ciutat Vella,2,el Gòtic,27,Òrgans de l'Administració de l'Estat i comunitats autònomes,Superfície_m2,1418
2018,1,Ciutat Vella,2,el Gòtic,27,No consta,Superfície_m2,1326
2018,1,Ciutat Vella,2,el Gòtic,28,Persona Física - Espanyola,Superfície_m2,65506
2018,1,Ciutat Vella,2,el Gòtic,28,Persona Física - Estrangera,Superfície_m2,8667
2018,1,Ciutat Vella,2,el Gòtic,28,Societats anònimes,Superfície_m2,2905
2018,1,Ciutat Vella,2,el Gòtic,28,Societats responsabilitat limitada,Superfície_m2,29536
2018,1,Ciutat Vella,2,el Gòtic,28,Comunitats de béns,Superfície_m2,1562
2018,1,Ciutat Vella,2,el Gòtic,28,Associacions,Superfície_m2,1999
2018,1,Ciutat Vella,2,el Gòtic,28,Entitats estrangeres,Superfície_m2,276
2018,1,Ciutat Vella,2,el Gòtic,28,Organismes públics,Superfície_m2,250
2018,1,Ciutat Vella,2,el Gòtic,28,Congregacions i institucions religioses,Superfície_m2,144
2018,1,Ciutat Vella,2,el Gòtic,28,No consta,Superfície_m2,2494
2018,1,Ciutat Vella,2,el Gòtic,29,Persona Física - Espanyola,Superfície_m2,42819
2018,1,Ciutat Vella,2,el Gòtic,29,Persona Física - Estrangera,Superfície_m2,8211
2018,1,Ciutat Vella,2,el Gòtic,29,Societats anònimes,Superfície_m2,5762
2018,1,Ciutat Vella,2,el Gòtic,29,Societats responsabilitat limitada,Superfície_m2,16552
2018,1,Ciutat Vella,2,el Gòtic,29,Associacions,Superfície_m2,1698
2018,1,Ciutat Vella,2,el Gòtic,29,Entitats estrangeres,Superfície_m2,719
2018,1,Ciutat Vella,2,el Gòtic,29,Corporacions locals,Superfície_m2,1576
2018,1,Ciutat Vella,2,el Gòtic,29,Congregacions i institucions religioses,Superfície_m2,979
2018,1,Ciutat Vella,2,el Gòtic,29,Òrgans de l'Administració de l'Estat i comunitats autònomes,Superfície_m2,1009
2018,1,Ciutat Vella,2,el Gòtic,29,No consta,Superfície_m2,830
2018,1,Ciutat Vella,2,el Gòtic,30,Persona Física - Espanyola,Superfície_m2,74030
2018,1,Ciutat Vella,2,el Gòtic,30,Persona Física - Estrangera,Superfície_m2,14603
2018,1,Ciutat Vella,2,el Gòtic,30,Societats anònimes,Superfície_m2,2708
2018,1,Ciutat Vella,2,el Gòtic,30,Societats responsabilitat limitada,Superfície_m2,21066
2018,1,Ciutat Vella,2,el Gòtic,30,Societats col·lectives,Superfície_m2,67
2018,1,Ciutat Vella,2,el Gòtic,30,Comunitats de béns,Superfície_m2,258
2018,1,Ciutat Vella,2,el Gòtic,30,Associacions,Superfície_m2,1805
2018,1,Ciutat Vella,2,el Gòtic,30,Entitats estrangeres,Superfície_m2,663
2018,1,Ciutat Vella,2,el Gòtic,30,Corporacions locals,Superfície_m2,4639
2018,1,Ciutat Vella,2,el Gòtic,30,Organismes públics,Superfície_m2,3444
2018,1,Ciutat Vella,2,el Gòtic,30,Congregacions i institucions religioses,Superfície_m2,3012
2018,1,Ciutat Vella,2,el Gòtic,30,Òrgans de l'Administració de l'Estat i comunitats autònomes,Superfície_m2,2187
2018,1,Ciutat Vella,2,el Gòtic,30,Unions temporales d'empreses,Superfície_m2,113
2018,1,Ciutat Vella,2,el Gòtic,30,No consta,Superfície_m2,1016
2018,1,Ciutat Vella,2,el Gòtic,31,Persona Física - Espanyola,Superfície_m2,46082
