id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
71553,"Winter Holidays PROMOTIONS, apt with terrace!",366654,Arian Watermelon Barcelona!,Eixample,el Fort Pienc,41.39740375606600,2.1768202149260800,Entire home/apt,110,2,46,2018-08-19,0.48,10,318
71603,MODERNIST PENTHOUSE. 1bedroom apt with terrace,366654,Arian Watermelon Barcelona!,Eixample,la Dreta de l'Eixample,41.390379533157900,2.1760633161656300,Entire home/apt,390,2,36,2018-06-16,0.37,10,365
71736,APARTMENT BY MONTHS CITY CENTER MINIMUM 32 NIGHTS,368317,Nacharosa,Ciutat Vella,el Raval,41.38321382191080,2.1665595978773900,Entire home/apt,100,32,11,2016-07-14,0.12,6,364
72436,Lugaris Beach Business Apartment,375625,Xavier,Sant Martí,el Poblenou,41.39837413386730,2.206234352358280,Entire home/apt,1000,3,140,2019-01-13,2.61,5,357
72793,RENT BY MONTH COLORIST APARTMENT MINIMUN 32 NITGHS,368317,Nacharosa,Ciutat Vella,el Raval,41.38247916491110,2.164151911890240,Entire home/apt,45,32,2,2014-08-27,0.03,6,365
72794,RENT MONTH FANTASTIC APARTMENT MINIMUM 32 NIGHTS,368317,Nacharosa,Ciutat Vella,el Raval,41.38294111572740,2.16534434772417,Entire home/apt,45,32,8,2014-08-23,0.09,6,365
73455,RAMBLAS ORCHID2 FAMILY APARTMENT,383697,Anna,Ciutat Vella,el Raval,41.38422257403040,2.1670092261839800,Entire home/apt,148,2,83,2018-12-28,1.21,17,259
73683,Sagrada Familia area for 12 people,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40506469617690,2.1708111675811000,Entire home/apt,300,2,135,2018-12-30,1.46,13,301
73692,Rustic apartment : Rambla Catalunya (HUTB-005863),297545,Anil,Eixample,la Dreta de l'Eixample,41.39107682312350,2.1652094808037200,Entire home/apt,105,2,33,2018-10-12,0.42,3,323
74562,Cute Suite near the MACBA,382031,Lisette,Ciutat Vella,el Raval,41.38255015926340,2.1683645964737900,Private room,60,3,169,2018-11-04,1.77,1,338
75003,Holy Family Apartment H41,396363,Oscar And Diego,Eixample,la Sagrada Família,41.40438521139060,2.1777725489748500,Entire home/apt,113,2,8,2018-12-19,0.08,93,261
75411,Sagrada Familia Clot Patio,400154,Mireia,Sant Martí,el Clot,41.40825078107810,2.187291430812990,Entire home/apt,125,3,23,2018-10-30,0.27,5,309
80004,Parc Montjuic HUTB (Phone number hidden by Airbnb),431839,Xavier,Sants-Montjuïc,el Poble Sec,41.37188305815930,2.166560860098900,Entire home/apt,107,4,102,2019-01-03,1.10,1,210
83283,★PLAZA ©ATALUÑA ®oom x2 + private bath®oom+wifi,700165,Wonderful Barcelona,Eixample,Sant Antoni,41.38227283723160,2.161409856559940,Private room,38,3,91,2019-01-03,0.97,4,82
89756,"BCN-RENTALS RAMBLA 1, just 7-10 min to Ramblas",488117,David Y Maria,Ciutat Vella,el Raval,41.37815338278760,2.16894289793616,Entire home/apt,350,6,15,2018-08-31,0.20,6,322
89776,Modernist flat Downtown Casa Estapé | Barcelona,488151,Pols,Eixample,el Fort Pienc,41.39376507480910,2.1795035757482300,Entire home/apt,65,3,264,2019-01-08,3.02,1,239
92425,PLAZA CATALUNYA CENTRAL TWO BEDROOM APARTMENT,497450,Francesc,Ciutat Vella,el Raval,41.38520192060270,2.1690216966184200,Entire home/apt,37,32,73,2017-10-18,0.88,3,19
95560,La Sagrada Familia (and metro) 4 blocks!,494228,Julián,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.405846520191200,2.1688797820240800,Private room,15,2,453,2019-01-09,4.87,2,44
95719,Lovely room to rent in El Gotico,509260,Dalila,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38389725862770,2.180114760948350,Private room,53,2,187,2019-01-01,1.99,1,365
97529,CENTRAL  FURNISHED 1 ENSUITE BEDROOM APARTMENT,497450,Francesc,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40905670582750,2.165385047170190,Entire home/apt,35,60,62,2016-11-05,0.71,3,178
100256,"BARCELONA CENTRO EN LA PLAYA ,WIFI",527201,Peca,Ciutat Vella,la Barceloneta,41.379833413531500,2.1924938520602600,Entire home/apt,50,32,50,2019-01-01,0.62,1,140
107437,A beautiful  villa in Barcelona,556626,Beatriz,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.42864338347720,2.091585894684500,Entire home/apt,240,3,37,2019-01-03,0.40,1,274
109462,Industria Atico Terrace Apartment,396363,Oscar And Diego,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40270427632090,2.1672528664114400,Entire home/apt,90,2,0,,,93,352
110033,Alió I  Apartment,396363,Oscar And Diego,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.403682466595900,2.1666413679937000,Entire home/apt,90,2,11,2018-12-17,0.12,93,331
110041,Alió II  Apartment,396363,Oscar And Diego,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.402506569044700,2.165076616742390,Entire home/apt,90,2,6,2018-12-09,0.08,93,350
110098,Gignàs Gotic Area Old Town City,396363,Oscar And Diego,Ciutat Vella,el Barri Gòtic,41.38044712765650,2.1792852211714800,Entire home/apt,90,2,12,2018-12-30,0.13,93,295
112538,Design Flat in the very center 5.3,567180,Suite Home,Eixample,la Sagrada Família,41.40549146497500,2.1736825794362900,Entire home/apt,200,4,78,2017-07-30,0.85,9,11
117010,Spacious Flat near Sagrada Familia,567180,Suite Home,Eixample,la Sagrada Família,41.40745469653140,2.1740073609984000,Entire home/apt,220,2,35,2018-11-21,0.39,9,3
118228,Design Flat in the very center,567180,Suite Home,Eixample,la Sagrada Família,41.40592802800320,2.1757472508706900,Entire home/apt,230,2,15,2017-02-19,0.17,9,14
119546,BCN HUGEROOM DTOWN PRIVATE BATHROOM.,603336,Kiko,Ciutat Vella,el Raval,41.379692061280300,2.1653179757634800,Private room,69,3,268,2018-12-30,2.88,1,327
128463,Private Suite in residential area!!,635253,Sebastian,Sants-Montjuïc,Sants,41.37242433368650,2.136366432857280,Private room,36,3,227,2019-01-13,2.53,1,303
130227,Spacious Room with Pool and Terrace,641496,Dolors,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.406459515690900,2.212821363041520,Private room,26,2,85,2018-11-08,1.48,1,270
135513,APARTMENT AT RAMBLA POBLE NOU AND BEACH,664196,Teresa,Sant Martí,el Poblenou,41.39841477453680,2.206129782666210,Entire home/apt,80,2,101,2019-01-05,1.14,1,339
136344,Doble room near center,667601,Ariadna,Eixample,Sant Antoni,41.37578150097270,2.1595517970222800,Private room,85,1,6,2016-08-18,0.07,1,364
136670,"double Room -UPC, ESADE, Barça, Real Club Tennis",610674,Maria,Les Corts,Pedralbes,41.38845967335020,2.123508020962990,Private room,35,3,111,2018-11-19,1.25,8,335
138055,Design Flat in the Very Center,567180,Suite Home,Eixample,la Sagrada Família,41.40764287929110,2.1757291518741900,Entire home/apt,250,3,83,2019-01-06,0.92,9,19
140435,"Spacious, Centric and Quiet",197737,Ushma,Ciutat Vella,el Raval,41.38508086570360,2.1695576986466900,Entire home/apt,98,4,0,,,1,26
144471,★BEST ZONE★PL.CATALUÑA ★ROOM X 2★BATHROOM +WIFI,700165,Wonderful Barcelona,Eixample,Sant Antoni,41.382255182832000,2.1589821922580000,Private room,39,3,34,2018-10-23,0.37,4,0
147275,1 Room INDIVIDUAL in Barcelona,711907,Antuan,Horta-Guinardó,el Guinardó,41.423182123991400,2.1750076843646500,Private room,14,4,71,2019-01-02,1.59,1,303
154281,"Nice bedroom in a Loft, El Raval",742068,R&M,Ciutat Vella,el Raval,41.37799356021510,2.1728071191749500,Private room,50,3,246,2018-11-24,2.77,2,342
154437,Charming room  Diagonal wifi 100 Mb,474355,Annais,Eixample,l'Antiga Esquerra de l'Eixample,41.39106009779590,2.150897996236130,Private room,39,7,65,2018-10-07,0.72,1,162
158238,CENTRAL Wi Fi  w/TERRASSE 8 people,759411,Raquel,Les Corts,les Corts,41.38416168897490,2.136355063060230,Entire home/apt,150,2,102,2018-12-22,1.12,4,330
162091,Cosy Apartment in Sagrada Familia,567180,Suite Home,Eixample,la Sagrada Família,41.40532139365590,2.17427032234022,Entire home/apt,149,2,41,2018-12-09,0.50,9,13
163490,"AMAZING LUXURY 2Bd, PLAZA CATALUÑA!",713364,Horacio,Eixample,la Dreta de l'Eixample,41.39105505291400,2.1766222340885800,Entire home/apt,160,2,126,2019-01-05,1.57,2,327
163536,Cosy design apartment trendy  Born 5 bed 2bathroom,713364,Horacio,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38673215971610,2.1838729207995000,Entire home/apt,300,210,25,2017-08-28,0.30,2,365
164456,Bedroom+pvt bathroom+pvt living,784341,Paola,Ciutat Vella,el Barri Gòtic,41.383405042584500,2.1725675806282800,Private room,60,4,91,2018-11-18,1.03,2,111
164897,Your home in Barcelona | Comfortable Loft Gracia,786393,Jaime,Gràcia,la Vila de Gràcia,41.400986833406500,2.162938708897510,Entire home/apt,182,90,1,2011-07-22,0.01,2,363
171646,Sagrada Familia Clot Atico,400154,Mireia,Sant Martí,el Clot,41.406957729672700,2.1871118600746800,Entire home/apt,105,3,30,2018-10-29,0.44,5,345
171816,Sagrada Familia Clot Vista,400154,Mireia,Sant Martí,el Camp de l'Arpa del Clot,41.40827856720120,2.186221468007450,Entire home/apt,115,3,3,2018-11-06,0.04,5,329
173718,PLAZA CATALUÑA-RAMBLAS LARGE 23m2 ENSUITE BEDROOM,497450,Francesc,Ciutat Vella,el Raval,41.38429914675170,2.167994309765030,Private room,23,32,18,2018-08-16,0.30,3,153
179619,Affordable Barcelona for you!,860071,Joan,Sants-Montjuïc,Sants,41.37150747355050,2.1360673629073100,Private room,27,3,50,2018-09-28,0.56,3,362
180293,Ally`s Guest House Barcelona,863772,Graciela,Eixample,la Dreta de l'Eixample,41.39847183577320,2.164521356519850,Private room,50,2,1,2012-05-05,0.01,1,304
181824,Double bedroom with terrace + pool,852032,Brais,Sant Martí,Provençals del Poblenou,41.40846329611520,2.204201902092510,Private room,49,2,224,2019-01-05,2.48,1,156
184373,THE PASSION  ROOM ...,829660,Maria Olga,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.382814852261200,2.181483413064860,Private room,70,1,65,2018-10-31,0.84,2,365
184516,lovely huge 30mq room with pvt bathroom,784341,Paola,Ciutat Vella,el Barri Gòtic,41.381985065930400,2.173571616552120,Private room,60,5,36,2018-11-05,0.41,2,85
186221,La Sagrada Familia: tiny and simple room.,494228,Julián,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40671270041130,2.167166934078430,Private room,16,2,584,2019-01-02,6.48,2,52
186540,Fully equipped loft near Sagrada Familia,896554,Josep Lluís,Sant Martí,el Clot,41.41076268295590,2.1907801598406900,Entire home/apt,32,32,8,2018-01-28,0.27,1,288
186542,Lovely and sunny double room in BCN,896372,Marina,Eixample,la Dreta de l'Eixample,41.393260943071400,2.1738562825130300,Private room,33,2,49,2013-06-20,0.54,1,0
186598, Double room and cozy,896690,Mona,Ciutat Vella,el Raval,41.38179793469840,2.165271754648660,Private room,27,2,327,2019-01-05,3.68,1,252
188267,"Winter Holidays PROMOTIONS, ask!",366654,Arian Watermelon Barcelona!,Eixample,la Dreta de l'Eixample,41.3936751292841,2.1761417972119400,Entire home/apt,316,2,73,2018-12-30,0.83,10,325
190348,Apartment with large terrace,919480,Elisa,Les Corts,Pedralbes,41.39008751231270,2.125875092172400,Private room,46,7,1,2016-06-09,0.03,1,0
191303,THE WHITE SUITE...,829660,Maria Olga,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38471834897770,2.181491011573480,Private room,85,1,67,2018-11-04,0.85,2,230
193923,Single room in the real Barcelona,939590,Mónica,Horta-Guinardó,Horta,41.43845863273230,2.1555964908539500,Private room,20,3,110,2018-12-08,1.23,1,324
194460,Double Private room with breakfast near the beach,944355,Luis Alberto,Sant Martí,el Besòs i el Maresme,41.41431499414090,2.21686335273105,Private room,20,2,267,2019-01-13,3.07,1,166
195092,Bonitas vistas de Barcelona,913807,Ariadna,Gràcia,la Salut,41.41025789128280,2.1562282543929700,Private room,130,2,0,,,1,365
196021,Old-time-charm apartment with patio!,953719,Maria,Eixample,l'Antiga Esquerra de l'Eixample,41.38796340501740,2.1594557449096400,Entire home/apt,310,5,213,2018-12-31,2.40,2,195
196196,Large Flat next to Sagrada Familia,567180,Suite Home,Eixample,la Sagrada Família,41.406254340332100,2.1751178825377400,Entire home/apt,220,2,85,2019-01-11,0.95,9,16
197267,Cozy Studio in Gracia Neighborhood,632830,Federico,Gràcia,la Vila de Gràcia,41.405225401578000,2.151865007358680,Entire home/apt,60,3,297,2019-01-02,3.45,2,159
198958,STUNNING sea view + pool Barcelona!,971768,Akira,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40735423271040,2.212936860449870,Entire home/apt,190,1,52,2018-09-16,0.64,14,65
199422,Modern apt near beach & city center,971768,Akira,Eixample,el Fort Pienc,41.39690080056530,2.1823009169928300,Entire home/apt,75,1,46,2018-12-28,0.52,14,311
199794,Centric Double Room Private Bathroom - month  rent,440825,Teresa,Eixample,l'Antiga Esquerra de l'Eixample,41.383362640262300,2.158530305267760,Private room,35,1,79,2018-12-17,1.20,1,285
206122,Amazing Loft in BCN Center (B0132),1013855,Alex,Gràcia,la Vila de Gràcia,41.39839506071550,2.1580096553738700,Entire home/apt,102,3,144,2019-01-01,1.66,8,320
206167,"BRIGHT, COMFY AND CENTRAL",1014050,Minerva,Sants-Montjuïc,el Poble Sec,41.37405992960100,2.1652367579927000,Entire home/apt,120,3,68,2018-10-01,0.78,1,16
206846,Duplex studio near Picasso Museum,612665,Oscar,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38743389847710,2.1784701196517400,Entire home/apt,92,31,60,2018-12-08,0.71,8,108
208684,THE WAY WE LIVE with private bath,1027356,Jesper,Ciutat Vella,el Raval,41.37885833780090,2.1688392668437300,Private room,49,1,285,2018-12-31,3.18,2,104
209673,Sweet Apartment in Gràcia district!,1033366,Elena,Gràcia,la Vila de Gràcia,41.39894687408240,2.1574220753256400,Entire home/apt,77,2,212,2019-01-09,2.89,1,260
209988,NICE APART. IN BARCELONA CITY-20 min to Ramblas,1035045,Montserrat,Sant Andreu,Sant Andreu,41.443164349207200,2.1879074823792400,Entire home/apt,80,3,16,2018-10-07,0.43,9,364
213296,Big/Centric Room-Palau de la Musica,1100014,Sol,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38771439698750,2.1763033210690100,Private room,35,2,258,2018-12-30,3.18,1,364
213368,Lovely room Barcelona up 2 people,1037730,Elisagela Cristina,Gràcia,la Salut,41.41299665211380,2.158998460851590,Private room,39,2,44,2018-09-25,0.50,2,364
214970,Cozy room in central flat Barcelona,1110014,Janeth,Sants-Montjuïc,el Poble Sec,41.37171232025430,2.1641241475780900,Private room,35,4,110,2019-01-03,1.37,1,0
216699,SUPER CENTRAL CUTE DOUBLE ROOM+TERRACE!,1118232,Fran,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.384841789072800,2.1779576682073000,Private room,42,3,282,2019-01-02,3.29,1,20
223755,Charming apartment w/wifi in Gracia,1986299,Clickandflat,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.41010688115780,2.1618174654588700,Entire home/apt,79,1,28,2019-01-08,0.42,19,69
232400,DESIGNER DUPLEX SPA & TERRACE,4369049,Ariadna,Gràcia,la Vila de Gràcia,41.39745423310350,2.154899238819260,Entire home/apt,95,3,239,2018-12-27,2.88,2,221
233739,Bright bedroom & private bathroom,1224008,Sergio,Sants-Montjuïc,Sants - Badal,41.374663778211200,2.13028536676461,Private room,40,2,93,2018-07-09,1.13,1,0
234375,ATTIC VIEWS SAGRADA FAMILIA,1227290,Francesca,Eixample,el Fort Pienc,41.39918230591650,2.175195416989800,Entire home/apt,61,6,21,2018-11-12,0.68,1,219
237895,Large. Light. INCREDIBLE Views!  FULL FLAT Feb-Mar,1201857,Jordan,Eixample,el Fort Pienc,41.39895433781210,2.1829982054759300,Private room,125,4,24,2017-07-20,0.28,1,345
238703,Comfy Flat in Sagrada Familia,567180,Suite Home,Eixample,la Sagrada Família,41.405708793105800,2.175052108017290,Entire home/apt,149,2,62,2018-08-13,1.12,9,0
239492,CozyRoom&Garden Priv.Bathroom AC,1255733,Antonia,Sants-Montjuïc,el Poble Sec,41.37026052110350,2.161027204206720,Private room,39,3,163,2018-12-03,1.88,2,63
239821,"APARTAMENT BCN MIRALL, in the best neighborhood",1257705,José Luis,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39607108019600,2.1453362300064300,Entire home/apt,120,10,25,2018-04-06,0.53,4,241
242335,Barceloneta Beach Apartment - FOR SEASON,15884961,Pilar,Ciutat Vella,la Barceloneta,41.38294958518790,2.187913998717890,Entire home/apt,55,33,4,2015-12-21,0.05,11,167
243448,"TARRADELLAS_B for 10, near train/airport",1257705,José Luis,Eixample,la Nova Esquerra de l'Eixample,41.38563844725280,2.1438212999690500,Entire home/apt,140,10,12,2017-01-02,0.30,4,249
250016,"Excellent - 3 bedrooms, 2 bathrooms - Gothic",1310304,Lluís,Ciutat Vella,el Barri Gòtic,41.3873161781812,2.173671219544530,Entire home/apt,65,32,1,2012-07-10,0.01,14,259
252232,Nice apartment with POOL BARCELONA,1298586,Kristjan Y Ana,Sant Martí,Sant Martí de Provençals,41.4153067546494,2.2006891340970700,Entire home/apt,80,2,87,2018-12-03,1.04,6,291
255567,attic centrally rustic bohemian,615805,David,Ciutat Vella,el Barri Gòtic,41.386468073332400,2.1714162889850200,Entire home/apt,80,2,130,2018-11-25,1.60,2,21
256354,tranquila room in cosy flat....,1348378,Lidia,Gràcia,Vallcarca i els Penitents,41.41446009831040,2.139450541291980,Private room,23,30,41,2018-07-30,0.50,2,230
256628,"Cozy bedroom in a loft, el Raval.",742068,R&M,Ciutat Vella,el Raval,41.376540486553200,2.1738452302632100,Private room,35,3,210,2018-11-12,2.46,2,329
256677,Barcelona Center!The Gothic Area,1350468,Petrutz,Ciutat Vella,el Barri Gòtic,41.38064780408180,2.176288659889390,Private room,50,2,124,2018-10-27,1.53,1,356
256982,Centric spacious nostalgic Room,1352184,Jasmin,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38406281369200,2.1792570659374100,Private room,40,3,84,2019-01-03,1.03,1,361
257014,BARCELONA/BRIGHT&COZY room (1pax),1329256,Antonio,Nou Barris,Porta,41.43345748627700,2.1732352558997900,Private room,20,1,35,2016-07-17,0.42,2,365
261750,THEVINTAGERENTALS Delux 5 bedrooms Pg de Gracia,1369675,Javier,Gràcia,la Vila de Gràcia,41.39808515891940,2.1583883255249,Entire home/apt,350,2,11,2018-10-14,0.13,4,351
262157,"PENTHOUSE Terrace, Garage, INTERNET",1375446,Alejandro,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.401699695694000,2.1682116074444000,Entire home/apt,150,32,9,2016-02-27,0.11,1,364
263785,NICE AND BRIGHT ROOM,1384189,Eumelia,Eixample,Sant Antoni,41.377774646030800,2.1572033696298800,Private room,40,2,4,2016-10-23,0.05,1,365
264125,Sagrada Familia 5' Metro WIFI fibre,1377744,Esther & Gemma,Sant Martí,el Camp de l'Arpa del Clot,41.4124152873847,2.176239653183140,Entire home/apt,89,4,197,2018-12-16,2.36,2,310
264621,Amore Aragon free WiFi- HUTB 007051,1367370,Karen,Eixample,la Dreta de l'Eixample,41.39699635365170,2.172293412819320,Entire home/apt,229,3,41,2018-11-18,0.47,2,309
265491,Beach room amazing view in center,1392322,Kitty,Ciutat Vella,la Barceloneta,41.37706652626920,2.187872900906500,Private room,80,3,139,2018-10-20,1.74,1,85
265607,Sunny Spacious Sardenya free WiFi - HUTB-015374,1367370,Karen,Eixample,el Fort Pienc,41.39794663569300,2.181347223788780,Entire home/apt,175,3,38,2018-05-21,0.48,2,0
267816,Luxury Motor Yacht in Barcelona Port Olímpic near Casino,1404293,Sergio,Ciutat Vella,el Barri Gòtic,41.379003537416500,2.1832685507794900,Entire home/apt,900,2,18,2018-10-27,0.22,1,336
268017,Cosy apartment 3 bedrooms,1405013,"Bcn Clols Apartments, S.L.",Eixample,la Dreta de l'Eixample,41.39389949834170,2.171539186721290,Entire home/apt,195,2,7,2018-08-17,0.09,16,332
268022,Charming 3 bedrooms apartment,1405013,"Bcn Clols Apartments, S.L.",Eixample,la Dreta de l'Eixample,41.39288310327070,2.1698691904876000,Entire home/apt,192,2,5,2018-07-15,0.20,16,279
268417,Cozy Room near the Center. 2 línes underg.Eixample,1406951,Salva,Eixample,la Nova Esquerra de l'Eixample,41.37687403743670,2.1497931213068000,Private room,36,2,164,2019-01-01,2.55,1,41
269467,Sunny and quiet Loft next to Sagrada Familia,1411775,Jeremies,Eixample,la Sagrada Família,41.403381520912,2.1768521661002800,Entire home/apt,110,7,27,2019-01-03,2.14,2,353
270050,Double Room in El vaixell de paper,1414100,Xavier,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.384660156154400,2.180001899114810,Private room,48,1,382,2018-12-28,4.40,2,138
271996,GR Apartment near Sagrada Familia,155686,Sonia,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.402793752201500,2.1661166967555900,Entire home/apt,51,31,13,2018-08-15,0.15,3,225
272282,Exquisito apartamento con espacios abiertos y luz,1425070,Mar,Eixample,la Nova Esquerra de l'Eixample,41.38237209592190,2.1576861350299600,Entire home/apt,290,3,240,2019-01-11,3.02,1,219
273229,Confortable and very well located,1429552,Marta,Eixample,Sant Antoni,41.3770419811442,2.1578248958243800,Entire home/apt,72,5,115,2018-12-30,1.42,1,136
273932,Oriental Design apartment,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.39052975675620,2.157938770965760,Entire home/apt,100,3,138,2018-12-29,1.63,36,288
274501,Modern Luxury 1BR apt Pg de Gràcia,1435464,Jaume,Eixample,la Dreta de l'Eixample,41.3891713089566,2.1684438633094500,Entire home/apt,65,180,0,,,23,365
275326,1BR on Pg de Gràcia - Gran Via,1435464,Jaume,Eixample,la Dreta de l'Eixample,41.391088118823600,2.1682094732200500,Entire home/apt,58,60,0,,,23,365
